1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
77.77,52.52,56.56,96.96,50.5,67.67,89.89,80.8,60.6,56.56,50.5,95.95,62.62,98.98,70.7
59.59,52.52,55.55,77.77,68.68,97.97,96.96,55.55,57.57,93.93,61.61,64.64,65.65,52.52,62.62
92.92,82.82,52.52,64.64,80.8,82.82,58.58,74.74,95.95,54.54,91.91,72.72,97.97,81.81,61.61
51.51,81.81,87.87,70.7,92.92,90.9,62.62,65.65,63.63,82.82,95.95,52.52,65.65,69.69,90.9
78.78,50.5,79.79,94.94,74.74,79.79,81.81,74.74,79.79,70.7,96.96,64.64,62.62,54.54,84.84
91.91,68.68,77.77,78.78,94.94,72.72,89.89,61.61,69.69,89.89,80.8,71.71,72.72,69.69,65.65
86.86,66.66,82.82,90.9,67.67,52.52,51.51,91.91,70.7,97.97,90.9,55.55,63.63,60.6,75.75
85.85,75.75,93.93,80.8,86.86,76.76,73.73,63.63,61.61,59.59,73.73,72.72,76.76,66.66,62.62
79.79,65.65,88.88,82.82,93.93,85.85,66.66,90.9,63.63,97.97,91.91,66.66,70.7,89.89,85.85
60.6,57.57,81.81,80.8,78.78,88.88,52.52,61.61,56.56,60.6,62.62,77.77,50.5,96.96,94.94
79.79,82.82,95.95,79.79,98.98,69.69,61.61,58.58,58.58,84.84,79.79,83.83,77.77,80.8,85.85
72.72,52.52,83.83,92.92,58.58,64.64,78.78,69.69,70.7,51.51,95.95,93.93,82.82,72.72,98.98
89.89,52.52,67.67,69.69,90.9,80.8,58.58,54.54,63.63,54.54,62.62,73.73,72.72,86.86,81.81
63.63,80.8,69.69,73.73,67.67,89.89,97.97,64.64,57.57,53.53,70.7,57.57,71.71,96.96,98.98
81.81,80.8,91.91,97.97,52.52,58.58,93.93,89.89,92.92,92.92,95.95,60.6,98.98,82.82,70.7
83.83,79.79,86.86,77.77,53.53,78.78,76.76,56.56,91.91,87.87,98.98,56.56,82.82,77.77,57.57
63.63,53.53,60.6,79.79,93.93,71.71,71.71,90.9,97.97,87.87,52.52,81.81,70.7,85.85,83.83
55.55,77.77,78.78,50.5,59.59,79.79,86.86,72.72,63.63,65.65,73.73,80.8,76.76,82.82,80.8
53.53,71.71,88.88,96.96,63.63,94.94,85.85,78.78,70.7,72.72,76.76,69.69,83.83,66.66,89.89
91.91,99.99,90.9,88.88,59.59,95.95,84.84,64.64,53.53,52.52,91.91,93.93,55.55,68.68,77.77
67.67,65.65,81.81,64.64,56.56,60.6,61.61,76.76,93.93,64.64,89.89,81.81,54.54,75.75,68.68
55.55,90.9,93.93,67.67,80.8,69.69,86.86,86.86,87.87,76.76,94.94,77.77,99.99,59.59,71.71
52.52,87.87,55.55,55.55,93.93,58.58,53.53,78.78,73.73,87.87,50.5,76.76,89.89,90.9,74.74
51.51,60.6,87.87,88.88,91.91,58.58,87.87,93.93,78.78,83.83,97.97,86.86,78.78,96.96,72.72
97.97,50.5,50.5,71.71,99.99,96.96,90.9,75.75,89.89,62.62,91.91,84.84,86.86,75.75,58.58
95.95,64.64,55.55,85.85,93.93,81.81,71.71,55.55,57.57,62.62,68.68,51.51,73.73,93.93,50.5
95.95,64.64,74.74,88.88,90.9,58.58,90.9,74.74,64.64,71.71,92.92,50.5,57.57,80.8,61.61
89.89,62.62,50.5,77.77,86.86,81.81,68.68,87.87,71.71,90.9,63.63,62.62,89.89,91.91,83.83
93.93,71.71,57.57,65.65,99.99,76.76,56.56,91.91,79.79,59.59,52.52,83.83,98.98,53.53,81.81
52.52,62.62,83.83,75.75,84.84,80.8,61.61,80.8,84.84,99.99,65.65,96.96,65.65,86.86,86.86
52.52,78.78,83.83,67.67,77.77,97.97,78.78,86.86,82.82,99.99,55.55,73.73,66.66,53.53,50.5
62.62,54.54,66.66,62.62,94.94,64.64,82.82,76.76,75.75,65.65,69.69,78.78,57.57,70.7,51.51
68.68,74.74,78.78,56.56,83.83,64.64,65.65,71.71,55.55,72.72,86.86,81.81,53.53,74.74,77.77
79.79,59.59,71.71,98.98,86.86,66.66,97.97,79.79,96.96,92.92,87.87,72.72,92.92,96.96,90.9
86.86,55.55,79.79,96.96,69.69,96.96,62.62,73.73,86.86,65.65,94.94,63.63,62.62,68.68,51.51
76.76,65.65,80.8,50.5,88.88,55.55,69.69,51.51,90.9,66.66,64.64,64.64,59.59,53.53,67.67
80.8,65.65,62.62,54.54,51.51,86.86,57.57,93.93,83.83,56.56,79.79,96.96,85.85,76.76,71.71
77.77,79.79,74.74,73.73,53.53,85.85,90.9,59.59,84.84,84.84,51.51,54.54,75.75,90.9,82.82
57.57,84.84,84.84,62.62,71.71,91.91,57.57,81.81,84.84,52.52,63.63,57.57,80.8,75.75,75.75
71.71,61.61,65.65,99.99,76.76,84.84,66.66,67.67,97.97,90.9,99.99,98.98,94.94,91.91,72.72
83.83,87.87,50.5,52.52,91.91,83.83,56.56,64.64,51.51,60.6,98.98,65.65,61.61,69.69,50.5
86.86,95.95,69.69,77.77,98.98,67.67,96.96,90.9,69.69,52.52,70.7,82.82,85.85,86.86,67.67
63.63,80.8,66.66,93.93,96.96,58.58,69.69,71.71,69.69,76.76,98.98,71.71,89.89,61.61,90.9
53.53,60.6,87.87,53.53,97.97,72.72,68.68,87.87,58.58,69.69,90.9,87.87,97.97,70.7,87.87
79.79,75.75,83.83,89.89,82.82,80.8,70.7,62.62,92.92,90.9,82.82,88.88,50.5,93.93,54.54
79.79,80.8,78.78,66.66,98.98,66.66,74.74,84.84,79.79,70.7,76.76,62.62,72.72,85.85,81.81
68.68,76.76,53.53,53.53,84.84,54.54,75.75,72.72,78.78,89.89,61.61,97.97,87.87,76.76,50.5
75.75,52.52,70.7,66.66,98.98,76.76,54.54,59.59,86.86,90.9,61.61,67.67,61.61,63.63,88.88
64.64,69.69,72.72,84.84,72.72,95.95,62.62,93.93,58.58,96.96,99.99,99.99,65.65,58.58,76.76
95.95,96.96,66.66,87.87,79.79,68.68,97.97,68.68,94.94,64.64,94.94,55.55,59.59,84.84,99.99
95.95,64.64,83.83,74.74,72.72,73.73,75.75,79.79,87.87,67.67,78.78,72.72,80.8,66.66,81.81
50.5,94.94,86.86,68.68,55.55,89.89,82.82,56.56,57.57,86.86,76.76,59.59,52.52,90.9,54.54
98.98,74.74,78.78,58.58,59.59,60.6,69.69,67.67,60.6,74.74,88.88,51.51,55.55,90.9,78.78
98.98,86.86,73.73,96.96,80.8,57.57,52.52,97.97,72.72,85.85,87.87,70.7,81.81,86.86,54.54
94.94,55.55,91.91,88.88,62.62,62.62,70.7,53.53,62.62,83.83,72.72,71.71,73.73,93.93,54.54
81.81,75.75,88.88,85.85,61.61,73.73,98.98,99.99,90.9,65.65,69.69,81.81,80.8,88.88,65.65
87.87,69.69,76.76,78.78,98.98,67.67,56.56,84.84,81.81,72.72,91.91,70.7,73.73,76.76,97.97
94.94,54.54,57.57,94.94,79.79,66.66,71.71,90.9,76.76,51.51,98.98,60.6,71.71,51.51,63.63
55.55,75.75,70.7,64.64,90.9,62.62,95.95,72.72,83.83,93.93,94.94,83.83,53.53,54.54,63.63
75.75,51.51,96.96,50.5,81.81,82.82,95.95,74.74,83.83,95.95,77.77,55.55,85.85,90.9,66.66
78.78,67.67,61.61,80.8,63.63,82.82,89.89,66.66,70.7,66.66,52.52,63.63,72.72,77.77,83.83
98.98,70.7,62.62,96.96,77.77,70.7,55.55,96.96,76.76,84.84,79.79,99.99,59.59,68.68,72.72
74.74,73.73,59.59,92.92,52.52,97.97,73.73,75.75,82.82,65.65,64.64,90.9,66.66,75.75,86.86
98.98,78.78,63.63,94.94,71.71,86.86,64.64,89.89,88.88,93.93,62.62,63.63,75.75,72.72,53.53
85.85,81.81,95.95,86.86,54.54,89.89,76.76,57.57,59.59,77.77,99.99,96.96,69.69,97.97,93.93
89.89,95.95,68.68,59.59,55.55,64.64,96.96,51.51,64.64,75.75,62.62,73.73,71.71,52.52,51.51
66.66,57.57,68.68,61.61,68.68,58.58,55.55,52.52,82.82,64.64,61.61,54.54,51.51,88.88,66.66
91.91,92.92,80.8,66.66,58.58,91.91,71.71,65.65,75.75,75.75,98.98,64.64,65.65,88.88,75.75
68.68,63.63,83.83,57.57,72.72,71.71,99.99,93.93,74.74,88.88,52.52,80.8,76.76,80.8,78.78
87.87,98.98,50.5,89.89,73.73,57.57,88.88,92.92,99.99,58.58,79.79,81.81,82.82,97.97,83.83
93.93,77.77,98.98,74.74,67.67,74.74,72.72,68.68,72.72,63.63,53.53,74.74,51.51,79.79,70.7
82.82,55.55,80.8,81.81,56.56,54.54,55.55,79.79,73.73,97.97,84.84,74.74,61.61,55.55,70.7
80.8,57.57,59.59,72.72,81.81,61.61,59.59,97.97,89.89,89.89,89.89,58.58,71.71,62.62,64.64
85.85,70.7,51.51,88.88,83.83,56.56,59.59,89.89,61.61,96.96,68.68,51.51,64.64,65.65,84.84
63.63,89.89,74.74,80.8,95.95,52.52,81.81,79.79,80.8,94.94,51.51,59.59,81.81,53.53,53.53
64.64,51.51,50.5,89.89,71.71,98.98,88.88,84.84,82.82,81.81,99.99,78.78,60.6,63.63,93.93
98.98,68.68,78.78,58.58,96.96,62.62,90.9,69.69,88.88,61.61,82.82,85.85,61.61,98.98,65.65
73.73,78.78,89.89,68.68,93.93,62.62,95.95,94.94,60.6,83.83,88.88,55.55,50.5,72.72,82.82
88.88,81.81,94.94,57.57,87.87,88.88,57.57,78.78,74.74,50.5,56.56,79.79,95.95,77.77,67.67
56.56,89.89,63.63,75.75,97.97,87.87,86.86,97.97,98.98,91.91,96.96,81.81,69.69,78.78,66.66
94.94,85.85,66.66,68.68,77.77,87.87,53.53,74.74,96.96,71.71,93.93,97.97,54.54,92.92,69.69
70.7,85.85,92.92,50.5,88.88,87.87,84.84,70.7,90.9,65.65,68.68,89.89,89.89,99.99,80.8
64.64,75.75,67.67,85.85,98.98,75.75,71.71,84.84,85.85,58.58,56.56,78.78,61.61,57.57,75.75
55.55,92.92,57.57,62.62,74.74,66.66,50.5,91.91,95.95,95.95,63.63,81.81,89.89,57.57,54.54
70.7,67.67,82.82,82.82,78.78,62.62,66.66,88.88,90.9,69.69,71.71,85.85,91.91,82.82,81.81
54.54,62.62,56.56,57.57,69.69,90.9,66.66,74.74,73.73,56.56,62.62,96.96,69.69,78.78,83.83
86.86,61.61,72.72,78.78,70.7,77.77,62.62,68.68,85.85,84.84,96.96,93.93,64.64,72.72,70.7
64.64,64.64,88.88,64.64,91.91,64.64,88.88,54.54,81.81,87.87,67.67,79.79,52.52,94.94,85.85
52.52,59.59,76.76,68.68,84.84,78.78,59.59,94.94,50.5,59.59,91.91,64.64,85.85,51.51,52.52
84.84,69.69,82.82,90.9,89.89,64.64,65.65,76.76,95.95,84.84,82.82,68.68,85.85,98.98,99.99
73.73,92.92,53.53,71.71,78.78,75.75,51.51,82.82,76.76,66.66,93.93,55.55,95.95,90.9,84.84
63.63,95.95,60.6,91.91,73.73,65.65,79.79,61.61,76.76,94.94,60.6,86.86,88.88,89.89,76.76
84.84,50.5,94.94,85.85,78.78,68.68,83.83,65.65,91.91,70.7,72.72,94.94,65.65,74.74,52.52
91.91,50.5,65.65,90.9,90.9,84.84,63.63,89.89,81.81,70.7,63.63,90.9,98.98,79.79,79.79
56.56,58.58,78.78,70.7,56.56,77.77,64.64,77.77,73.73,76.76,99.99,58.58,78.78,69.69,67.67
54.54,79.79,69.69,94.94,51.51,91.91,74.74,96.96,91.91,63.63,80.8,80.8,74.74,86.86,76.76
56.56,98.98,65.65,67.67,68.68,91.91,87.87,83.83,91.91,76.76,90.9,70.7,62.62,79.79,75.75
98.98,50.5,88.88,78.78,72.72,53.53,55.55,90.9,91.91,54.54,96.96,79.79,52.52,68.68,53.53
65.65,93.93,79.79,52.52,67.67,50.5,87.87,89.89,72.72,51.51,84.84,97.97,56.56,79.79,91.91
76.76,95.95,89.89,82.82,91.91,95.95,91.91,57.57,76.76,95.95,58.58,93.93,93.93,68.68,50.5
79.79,77.77,68.68,52.52,51.51,73.73,86.86,78.78,65.65,77.77,62.62,64.64,80.8,88.88,73.73
51.51,76.76,66.66,93.93,74.74,81.81,98.98,97.97,81.81,91.91,85.85,98.98,97.97,72.72,77.77
69.69,63.63,72.72,74.74,66.66,82.82,91.91,73.73,83.83,77.77,94.94,97.97,74.74,56.56,69.69
60.6,97.97,62.62,99.99,95.95,72.72,75.75,67.67,53.53,68.68,55.55,78.78,81.81,83.83,69.69
91.91,86.86,56.56,78.78,90.9,68.68,65.65,66.66,55.55,61.61,66.66,73.73,72.72,75.75,86.86
78.78,53.53,90.9,81.81,57.57,75.75,89.89,67.67,81.81,52.52,53.53,97.97,99.99,86.86,52.52
73.73,83.83,82.82,94.94,89.89,66.66,54.54,61.61,53.53,65.65,93.93,75.75,65.65,80.8,56.56
54.54,66.66,65.65,66.66,69.69,53.53,96.96,58.58,96.96,56.56,56.56,91.91,69.69,55.55,92.92
76.76,88.88,79.79,56.56,56.56,72.72,96.96,96.96,68.68,68.68,98.98,72.72,53.53,99.99,97.97
76.76,51.51,56.56,50.5,84.84,69.69,96.96,61.61,70.7,98.98,74.74,59.59,61.61,75.75,81.81
89.89,70.7,98.98,98.98,81.81,83.83,95.95,64.64,98.98,93.93,63.63,90.9,52.52,58.58,71.71
52.52,54.54,65.65,96.96,66.66,65.65,69.69,54.54,71.71,91.91,95.95,80.8,75.75,53.53,86.86
58.58,88.88,75.75,55.55,53.53,78.78,78.78,89.89,97.97,80.8,72.72,50.5,84.84,74.74,97.97
67.67,97.97,85.85,52.52,54.54,54.54,56.56,77.77,72.72,54.54,83.83,86.86,77.77,96.96,99.99
60.6,73.73,71.71,78.78,80.8,61.61,55.55,80.8,67.67,92.92,93.93,64.64,75.75,94.94,60.6
77.77,73.73,55.55,83.83,60.6,89.89,59.59,92.92,89.89,73.73,63.63,79.79,55.55,62.62,81.81
96.96,57.57,93.93,54.54,87.87,78.78,60.6,65.65,79.79,68.68,63.63,84.84,57.57,63.63,57.57
50.5,72.72,99.99,61.61,83.83,84.84,57.57,69.69,88.88,58.58,79.79,58.58,94.94,80.8,58.58
99.99,66.66,85.85,75.75,60.6,80.8,62.62,52.52,80.8,63.63,79.79,98.98,64.64,70.7,68.68
54.54,52.52,79.79,68.68,84.84,54.54,59.59,54.54,82.82,55.55,76.76,65.65,52.52,52.52,72.72
67.67,89.89,59.59,88.88,59.59,79.79,76.76,84.84,76.76,80.8,53.53,94.94,70.7,63.63,79.79
63.63,69.69,81.81,99.99,79.79,51.51,72.72,85.85,73.73,78.78,93.93,68.68,61.61,62.62,98.98
87.87,97.97,57.57,89.89,55.55,82.82,80.8,97.97,91.91,92.92,98.98,74.74,85.85,70.7,83.83
51.51,61.61,79.79,64.64,94.94,91.91,55.55,85.85,76.76,92.92,70.7,57.57,67.67,89.89,90.9
86.86,86.86,70.7,97.97,72.72,80.8,76.76,62.62,98.98,76.76,69.69,74.74,69.69,55.55,66.66
75.75,81.81,94.94,65.65,66.66,98.98,55.55,99.99,59.59,52.52,61.61,50.5,94.94,63.63,77.77
65.65,51.51,91.91,82.82,98.98,90.9,74.74,77.77,62.62,92.92,65.65,68.68,88.88,62.62,80.8
77.77,83.83,53.53,89.89,54.54,83.83,69.69,74.74,96.96,86.86,57.57,85.85,90.9,98.98,85.85
72.72,97.97,54.54,68.68,83.83,63.63,99.99,95.95,77.77,82.82,65.65,88.88,73.73,89.89,59.59
81.81,90.9,91.91,83.83,98.98,96.96,95.95,88.88,89.89,62.62,56.56,81.81,60.6,55.55,67.67
54.54,99.99,92.92,96.96,90.9,51.51,68.68,82.82,56.56,52.52,83.83,72.72,74.74,69.69,81.81
63.63,74.74,78.78,96.96,81.81,65.65,84.84,95.95,88.88,77.77,51.51,94.94,93.93,62.62,80.8
78.78,60.6,89.89,81.81,70.7,94.94,75.75,94.94,52.52,69.69,95.95,80.8,76.76,89.89,52.52
79.79,95.95,89.89,98.98,55.55,75.75,74.74,78.78,55.55,90.9,87.87,97.97,50.5,65.65,75.75
59.59,65.65,89.89,93.93,85.85,85.85,71.71,89.89,97.97,82.82,57.57,77.77,50.5,99.99,57.57
85.85,70.7,82.82,64.64,85.85,97.97,79.79,70.7,88.88,82.82,82.82,66.66,99.99,70.7,58.58
54.54,74.74,84.84,94.94,84.84,54.54,80.8,99.99,88.88,87.87,98.98,53.53,99.99,53.53,65.65
68.68,63.63,52.52,64.64,82.82,91.91,79.79,64.64,78.78,90.9,54.54,81.81,62.62,62.62,62.62
63.63,61.61,72.72,52.52,94.94,69.69,82.82,61.61,84.84,80.8,56.56,66.66,76.76,75.75,59.59
74.74,73.73,81.81,55.55,89.89,64.64,91.91,77.77,97.97,89.89,76.76,88.88,82.82,77.77,52.52
96.96,62.62,71.71,89.89,77.77,62.62,54.54,86.86,95.95,85.85,85.85,88.88,71.71,75.75,86.86
58.58,86.86,58.58,97.97,60.6,69.69,80.8,56.56,69.69,69.69,59.59,73.73,82.82,53.53,69.69
50.5,86.86,81.81,58.58,72.72,79.79,56.56,70.7,56.56,84.84,52.52,73.73,83.83,69.69,72.72
91.91,82.82,59.59,50.5,84.84,88.88,62.62,92.92,86.86,78.78,94.94,83.83,68.68,79.79,87.87
85.85,70.7,64.64,71.71,57.57,70.7,51.51,50.5,92.92,91.91,71.71,51.51,81.81,61.61,97.97
89.89,63.63,78.78,62.62,78.78,88.88,59.59,70.7,67.67,90.9,68.68,71.71,88.88,73.73,86.86
76.76,83.83,62.62,98.98,53.53,66.66,73.73,61.61,83.83,90.9,69.69,61.61,62.62,78.78,57.57
99.99,90.9,68.68,69.69,58.58,93.93,68.68,54.54,90.9,84.84,89.89,89.89,83.83,95.95,61.61
58.58,67.67,56.56,75.75,82.82,98.98,63.63,76.76,64.64,72.72,98.98,69.69,97.97,79.79,85.85
92.92,87.87,93.93,54.54,86.86,98.98,68.68,87.87,66.66,54.54,67.67,76.76,55.55,83.83,69.69
98.98,62.62,52.52,65.65,56.56,51.51,99.99,64.64,52.52,76.76,58.58,99.99,81.81,98.98,68.68
85.85,80.8,76.76,99.99,91.91,59.59,80.8,55.55,65.65,52.52,78.78,66.66,77.77,64.64,99.99
79.79,75.75,87.87,51.51,86.86,97.97,80.8,73.73,89.89,57.57,77.77,69.69,77.77,62.62,80.8
80.8,68.68,55.55,50.5,51.51,94.94,68.68,75.75,97.97,85.85,86.86,54.54,79.79,79.79,56.56
57.57,50.5,92.92,73.73,55.55,91.91,52.52,65.65,96.96,73.73,78.78,95.95,78.78,50.5,65.65
94.94,61.61,79.79,71.71,84.84,80.8,84.84,94.94,80.8,69.69,64.64,83.83,61.61,62.62,93.93
85.85,71.71,53.53,82.82,96.96,98.98,78.78,76.76,73.73,88.88,63.63,65.65,59.59,75.75,51.51
62.62,92.92,80.8,50.5,85.85,54.54,60.6,77.77,85.85,85.85,90.9,83.83,67.67,67.67,67.67
61.61,80.8,68.68,74.74,99.99,51.51,83.83,80.8,69.69,64.64,64.64,97.97,94.94,82.82,90.9
82.82,51.51,87.87,82.82,58.58,63.63,50.5,56.56,56.56,94.94,73.73,54.54,61.61,61.61,91.91
83.83,63.63,77.77,64.64,91.91,59.59,52.52,77.77,79.79,50.5,88.88,97.97,68.68,79.79,78.78
87.87,55.55,94.94,72.72,79.79,57.57,62.62,92.92,67.67,75.75,56.56,80.8,86.86,52.52,99.99
76.76,64.64,64.64,90.9,89.89,72.72,81.81,88.88,56.56,86.86,62.62,70.7,58.58,57.57,68.68
98.98,71.71,51.51,62.62,81.81,58.58,80.8,84.84,61.61,60.6,74.74,63.63,74.74,88.88,95.95
66.66,96.96,69.69,76.76,98.98,92.92,83.83,90.9,89.89,56.56,97.97,75.75,68.68,90.9,61.61
61.61,91.91,61.61,70.7,63.63,90.9,67.67,62.62,60.6,69.69,89.89,68.68,50.5,80.8,63.63
77.77,97.97,91.91,93.93,78.78,91.91,66.66,57.57,52.52,72.72,85.85,66.66,75.75,76.76,96.96
85.85,81.81,84.84,91.91,67.67,96.96,69.69,65.65,77.77,64.64,51.51,68.68,51.51,76.76,71.71
83.83,65.65,96.96,62.62,67.67,92.92,52.52,61.61,78.78,93.93,80.8,72.72,99.99,64.64,90.9
92.92,95.95,67.67,88.88,61.61,79.79,65.65,95.95,51.51,99.99,76.76,59.59,91.91,70.7,78.78
50.5,69.69,87.87,89.89,50.5,81.81,79.79,54.54,65.65,50.5,53.53,75.75,50.5,59.59,60.6
61.61,74.74,51.51,52.52,61.61,59.59,90.9,58.58,98.98,64.64,95.95,53.53,67.67,52.52,52.52
60.6,56.56,53.53,54.54,56.56,64.64,82.82,99.99,99.99,85.85,67.67,96.96,67.67,58.58,98.98
83.83,67.67,88.88,78.78,52.52,71.71,54.54,55.55,92.92,68.68,69.69,96.96,93.93,75.75,66.66
65.65,51.51,89.89,87.87,64.64,84.84,89.89,94.94,78.78,80.8,66.66,61.61,50.5,82.82,95.95
95.95,80.8,70.7,69.69,74.74,63.63,90.9,85.85,93.93,93.93,79.79,98.98,82.82,59.59,67.67
67.67,86.86,71.71,66.66,56.56,78.78,75.75,76.76,60.6,98.98,89.89,72.72,92.92,78.78,83.83
83.83,57.57,71.71,57.57,98.98,50.5,72.72,54.54,63.63,87.87,74.74,63.63,99.99,93.93,84.84
54.54,93.93,94.94,79.79,62.62,66.66,71.71,81.81,67.67,85.85,51.51,98.98,70.7,76.76,55.55
59.59,98.98,60.6,74.74,75.75,90.9,93.93,56.56,54.54,68.68,92.92,73.73,82.82,89.89,56.56
67.67,62.62,66.66,61.61,92.92,88.88,73.73,65.65,90.9,56.56,90.9,66.66,86.86,99.99,97.97
92.92,95.95,92.92,89.89,67.67,94.94,93.93,83.83,64.64,61.61,60.6,82.82,79.79,53.53,55.55
94.94,54.54,75.75,54.54,89.89,68.68,70.7,99.99,52.52,78.78,99.99,65.65,51.51,54.54,74.74
57.57,73.73,72.72,60.6,92.92,74.74,93.93,68.68,56.56,79.79,77.77,97.97,72.72,62.62,62.62
96.96,96.96,77.77,52.52,57.57,71.71,58.58,65.65,98.98,60.6,79.79,88.88,97.97,51.51,92.92
89.89,83.83,52.52,52.52,56.56,58.58,92.92,91.91,82.82,89.89,88.88,83.83,51.51,83.83,67.67
96.96,99.99,67.67,81.81,92.92,61.61,54.54,54.54,93.93,89.89,71.71,50.5,86.86,83.83,54.54
92.92,73.73,83.83,77.77,77.77,93.93,85.85,63.63,81.81,96.96,62.62,96.96,93.93,53.53,59.59
53.53,70.7,77.77,78.78,99.99,90.9,92.92,51.51,80.8,60.6,81.81,61.61,82.82,75.75,67.67
85.85,89.89,78.78,72.72,58.58,94.94,66.66,96.96,88.88,64.64,85.85,62.62,80.8,96.96,53.53
82.82,84.84,59.59,80.8,74.74,61.61,75.75,95.95,99.99,86.86,79.79,72.72,71.71,86.86,86.86
71.71,84.84,71.71,98.98,82.82,75.75,77.77,65.65,79.79,89.89,68.68,63.63,88.88,69.69,86.86
76.76,93.93,88.88,65.65,81.81,99.99,90.9,72.72,69.69,89.89,86.86,67.67,87.87,82.82,51.51
54.54,92.92,71.71,67.67,65.65,73.73,88.88,78.78,73.73,88.88,60.6,75.75,62.62,80.8,94.94
88.88,50.5,65.65,66.66,53.53,63.63,54.54,93.93,68.68,71.71,79.79,61.61,80.8,95.95,93.93
57.57,56.56,93.93,75.75,64.64,68.68,76.76,97.97,89.89,66.66,99.99,91.91,71.71,52.52,86.86
64.64,51.51,97.97,93.93,58.58,69.69,85.85,76.76,65.65,98.98,56.56,65.65,76.76,99.99,88.88
80.8,71.71,67.67,53.53,66.66,94.94,82.82,76.76,57.57,69.69,75.75,90.9,87.87,68.68,56.56
80.8,65.65,93.93,52.52,65.65,90.9,61.61,69.69,98.98,52.52,65.65,70.7,63.63,83.83,79.79
90.9,93.93,74.74,84.84,97.97,99.99,59.59,78.78,93.93,65.65,68.68,95.95,67.67,52.52,89.89
59.59,70.7,77.77,69.69,85.85,63.63,74.74,79.79,80.8,81.81,58.58,57.57,52.52,68.68,82.82
85.85,99.99,63.63,55.55,95.95,92.92,94.94,58.58,72.72,63.63,69.69,85.85,80.8,93.93,53.53
64.64,60.6,81.81,92.92,73.73,99.99,72.72,91.91,93.93,71.71,74.74,50.5,79.79,73.73,53.53
80.8,70.7,99.99,60.6,71.71,98.98,69.69,84.84,93.93,55.55,50.5,50.5,83.83,79.79,55.55
59.59,84.84,85.85,70.7,62.62,66.66,74.74,73.73,66.66,96.96,73.73,54.54,65.65,53.53,70.7
51.51,97.97,88.88,80.8,73.73,73.73,91.91,61.61,51.51,85.85,58.58,63.63,76.76,81.81,95.95
87.87,53.53,95.95,82.82,51.51,67.67,92.92,88.88,58.58,88.88,86.86,96.96,60.6,54.54,81.81
93.93,52.52,79.79,72.72,78.78,57.57,99.99,50.5,57.57,74.74,78.78,86.86,61.61,91.91,76.76
50.5,55.55,87.87,72.72,95.95,93.93,62.62,68.68,74.74,81.81,69.69,85.85,80.8,86.86,95.95
91.91,82.82,65.65,83.83,85.85,94.94,85.85,90.9,62.62,72.72,80.8,69.69,79.79,59.59,98.98
78.78,69.69,89.89,67.67,74.74,92.92,65.65,90.9,66.66,94.94,92.92,53.53,80.8,79.79,59.59
55.55,74.74,56.56,84.84,98.98,61.61,88.88,58.58,90.9,82.82,76.76,87.87,77.77,91.91,65.65
97.97,76.76,54.54,87.87,80.8,63.63,65.65,91.91,76.76,50.5,57.57,79.79,54.54,51.51,58.58
93.93,71.71,96.96,99.99,52.52,82.82,60.6,98.98,74.74,71.71,53.53,64.64,81.81,74.74,95.95
80.8,76.76,76.76,99.99,78.78,65.65,82.82,72.72,75.75,65.65,95.95,64.64,92.92,61.61,90.9
83.83,74.74,84.84,73.73,53.53,54.54,65.65,88.88,99.99,84.84,95.95,77.77,87.87,93.93,87.87
62.62,71.71,68.68,56.56,90.9,55.55,70.7,88.88,94.94,83.83,81.81,76.76,64.64,54.54,63.63
91.91,74.74,75.75,74.74,92.92,83.83,93.93,71.71,62.62,90.9,87.87,74.74,91.91,87.87,72.72
99.99,54.54,52.52,80.8,88.88,84.84,59.59,89.89,66.66,67.67,56.56,60.6,70.7,71.71,88.88
55.55,97.97,94.94,57.57,84.84,62.62,83.83,53.53,97.97,74.74,88.88,68.68,85.85,78.78,87.87
84.84,97.97,91.91,60.6,60.6,64.64,89.89,73.73,93.93,83.83,59.59,55.55,65.65,67.67,79.79
67.67,64.64,77.77,59.59,61.61,64.64,92.92,78.78,70.7,58.58,99.99,88.88,52.52,78.78,87.87
87.87,79.79,84.84,62.62,60.6,73.73,92.92,94.94,82.82,92.92,81.81,90.9,83.83,77.77,85.85
80.8,68.68,70.7,60.6,73.73,69.69,94.94,61.61,87.87,96.96,87.87,96.96,65.65,78.78,85.85
66.66,73.73,72.72,59.59,78.78,74.74,55.55,55.55,66.66,79.79,95.95,90.9,59.59,56.56,85.85
68.68,67.67,81.81,95.95,65.65,78.78,77.77,86.86,66.66,84.84,79.79,54.54,73.73,77.77,78.78
76.76,83.83,71.71,79.79,93.93,87.87,96.96,84.84,72.72,70.7,82.82,83.83,55.55,68.68,94.94
73.73,93.93,51.51,72.72,68.68,71.71,85.85,55.55,55.55,59.59,99.99,87.87,60.6,79.79,93.93
66.66,54.54,67.67,77.77,55.55,97.97,81.81,52.52,57.57,94.94,82.82,97.97,60.6,53.53,81.81
60.6,66.66,80.8,82.82,85.85,97.97,65.65,94.94,97.97,77.77,55.55,83.83,93.93,97.97,87.87
95.95,54.54,70.7,76.76,88.88,84.84,56.56,87.87,81.81,58.58,99.99,93.93,80.8,58.58,82.82
52.52,84.84,74.74,93.93,73.73,73.73,99.99,97.97,52.52,98.98,57.57,99.99,59.59,76.76,87.87
